序号,桶,桶名,现结论,主题,建议处置,命中规则,在正式名单内,参数摘要
2510,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持识别体检相关病理申请，能够与医院体检平台信息系统实现深度集成。 +---------------------------------------------
2511,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,提供面向第三方系统的打印接口服务，支持申请单及标本标签即时打印，打通从采样到接收的追踪链路。 +--------------------------------
2515,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,"支持条形码与磁卡录入，自动执行""同名检索""与""历史检查""提醒，通过住院号精准锁定患者过往病理档案。 +-----------------------------"
2516,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持科室自定义病理号生成规则，确保不同申请单与科室开单逻辑下的编号具备连续性与自动化。 +-----------------------------------
2517,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持病理号更新、报告浏览、申请单与标签补打及历史报告重印等全方位数据维护功能。 +---------------------------------------
2518,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持手动登记模式，允许医护人员在无电子申请的情况下手动录入完整的病理申请数据资料。 +-------------------------------------
2519,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持高级检索功能，允许用户通过多重业务条件组合对病理全量数据资料进行深度挖掘。 +---------------------------------------
2522,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持拒收标本的专项查询与记录管理，方便追踪标本流转异常情况。 +------------------------------------------------
2525,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,"支持取材工作列表的打印及大体图像拍摄，允许在图片上标注病变部位，并向临床端实时同步""已取材""状态及取材医生信息。 +----------------------"
2526,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持自动化物理归档支撑，可将包含大体描述、取材块数及最终诊断在内的取材记录同步输出打印，确保科室原始资料的备份与可追溯性。 +-----------------
2527,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持对取材明细进行自动编号，并详尽记录登记医生、取材医生、材块数及标本来源等核心业务数据。 +---------------------------------
2528,D2,D2 真欠账——需排期评估,部分响应,护理与病历文书,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持在取材界面集成浏览患者全量数据资料，涵盖临床诊断、标本及申请单信息，并能查阅360视图与电子病历数据。 +-------------------------
2529,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持通过双击快捷调用预置模板，并提供取材模板的灵活创建与个性化编辑功能。 +------------------------------------------
2531,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持对患者历史病理审计记录的深度浏览，辅助取材医生了解患者过往病史。 +--------------------------------------------
2532,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持取材环节的全局检索功能，能够快速调阅所有已完成取材阶段的病理数据资料。 +-----------------------------------------
2533,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持脱水篮的逻辑分组与流转管理，具备标本脱水进度的实时监控与异常预警功能；通过数字化手段记录脱水状态，提升病理实验室前处理阶段的自动化管理水平。 +------
2534,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持包埋环节的状态实时追踪，涵盖待包埋提醒、包埋中记录及包埋完成确认等核心节点 ；通过对包埋状态的精细化维护，确保标本在制片前处理阶段的衔接顺畅，严防标本遗漏或
2535,D2,D2 真欠账——需排期评估,部分响应,其他,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,否,支持包埋质量的多选批量评价，提升前处理阶段质控数据的录入效率。 +-----------------------------------------------
2536,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持按制片状态对切片进行分类检索与汇总查看，直观呈现切片任务的实时积压与完成现状。 +-------------------------------------
2537,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,提供切片确认的批量处理机制，支持一次性对多组标本进行制片状态的核销与记录。 +-----------------------------------------
2538,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,预置高级检索模块，支持跨字段的自由组合查询与复杂逻辑筛选，实现病理数据的高效调取与精准定位。 +--------------------------------
2539,D2,D2 真欠账——需排期评估,部分响应,门急诊与住院业务,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持重切、深切等特殊技术医嘱的自动提示与任务预警，确保关键制片工序准确执行。 +----------------------------------------
2540,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持制片环节玻片标签的即时输出，确保切片标识规范化与自动化打印。 +----------------------------------------------
2543,D2,D2 真欠账——需排期评估,部分响应,其他,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,具备便捷的分类过滤功能，可根据业务类别或报告流转节点执行快速筛选。 +---------------------------------------------
2544,D2,D2 真欠账——需排期评估,部分响应,其他,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,集成高阶检索引擎，支持跨维度组合查询，满足深度的病例数据调取与学术检索需求。 +----------------------------------------
2545,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,具备数字影像采集与后期处理功能，支持病理图像的抓取及在线标注编辑。 +---------------------------------------------
2546,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持联动查看巨检影像、检体基本资料及大体解剖描述，辅助医生还原取材场景。 +------------------------------------------
2548,D2,D2 真欠账——需排期评估,部分响应,其他,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,提供诊断意见的高效复用工具，支持实习结论与带教诊断的一键内容同步与快速流转。 +----------------------------------------
2549,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,具备诊断词条快速填充机制，支持在书写过程中便捷插入免疫组化标记物及标本名称。 +----------------------------------------
2550,D2,D2 真欠账——需排期评估,部分响应,其他,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,针对宫颈TCT业务预设标准化判读模板，支持典型诊断结论的菜单式选择与录入。 +-----------------------------------------
2551,D2,D2 真欠账——需排期评估,部分响应,其他,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持覆盖报告全生命周期管理，支持初稿暂存、多级审核、效果预览、纸质打印及流程回退处理。 +-----------------------------------
2552,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持病理全流程质量控制与分析，预置涵盖报告及时率、诊断符合率等核心指标在内的多维质控模版。 +---------------------------------
2554,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持特检项目与套餐医嘱的在线下达，涵盖医嘱单据输出及配套的切片质量评定功能。 +----------------------------------------
2555,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持多元化技术医嘱开具，精细化管理深切、重切及标本补取等实验室再处理流程。 +-----------------------------------------
2556,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持病理补充报告的规范化录入，支持在原有记录基础上进行影像二次采集与诊断意见补录。 +-------------------------------------
2560,D2,D2 真欠账——需排期评估,部分响应,其他,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持科室根据临床需求弹性定制版式，实现各类图文报告格式的快速定制与灵活调整。 +----------------------------------------
2561,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持病理诊断结果向HIS及体检系统的自动推送，确保临床医生能在原业务单据中直接调阅数字化报告。 +-------------------------------
2563,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持特检医嘱的集中化管理与状态追踪，可实时调阅涵盖技术分类、具体检测项目、关联蜡块编号及当前执行进度在内的完整明细。 +--------------------
2564,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持基于业务分类与流转进度对医嘱进行过滤，可快速筛选特定病理类型或执行状态下的医嘱清单。 +----------------------------------
2565,D2,D2 真欠账——需排期评估,部分响应,门急诊与住院业务,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持技术及特检医嘱单的物理输出，提供标准化的纸质凭证以辅助实验室线下核对与流转。 +--------------------------------------
2566,D2,D2 真欠账——需排期评估,部分响应,权限审计与系统运维,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持特检业务的全过程状态监控，能够实时更新并区分待处理、正在处理及已完成等不同阶段的任务进度。 +-------------------------------
2567,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持蜡块与切片的数字化档案管理，可关联病理基础资料并实时维护其物理存储架位与空间坐标信息。 +---------------------------------
2568,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持档案存储位置的动态更新与轨迹追踪，实现标本在不同库房或架位间的流转转移记录。 +--------------------------------------
2569,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持在诊断工作站直接发起蜡块与切片的借阅登记，完整记录借阅用途、去向及预置的归还时限信息。 +---------------------------------
2570,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持病理资料借阅状态的动态监控，可快速分类调阅逾期未还或已入库结项的资料清单。 +---------------------------------------
2571,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持详尽的归还核销处理，允许录入标本损耗程度，并记录外院会诊结论与本院诊断的符合度对比。 +----------------------------------
2573,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持在诊断工作站实时登记病理危急值信息，并经由标准接口自动触发HIS系统的预警机制，确保临床关键风险信息的即时传达。 +--------------------
2575,D2,D2 真欠账——需排期评估,部分响应,数据治理与报表指标,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,质控及统计报表。 +----------------------------------------------------------------------
2576,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持基础工作量自动化统计，涵盖病理登记总量、蜡块产出数及报告签发量等多维度的业务数据汇总。 +---------------------------------
2577,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,系统深度集成《病理专业医疗质量控制指标（2024版）》，确保科室质控评价体系符合最新的行业监管标准。 +----------------------------
2578,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持核心质控指标的自动化分析，涵盖标本固定规范率、染色切片优良率、各类诊断及时率及诊断符合率（术中与石蜡、临床、外院会诊）等深度评估项目。 +---------
2579,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持根据病理科业务灵活定义申请类别，并实现病理类型与HIS收费项的精准映射与联动。 +-------------------------------------
2580,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持病理号及蜡块编号规则的自定义配置，满足不同科室对于编码逻辑的个性化管理需求。 +--------------------------------------
2581,D2,D2 真欠账——需排期评估,部分响应,病理 PIS,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持病理业务流程的可视化弹性配置，允许根据科室实际需求灵活增减脱水、包埋等流转节点，实现流程的精简与优化。 +-------------------------
3120,D2,D2 真欠账——需排期评估,部分响应,其他,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,否,支持查询病区感染发生情况。 +-------------------------------+---------------------------------
3374,D2,D2 真欠账——需排期评估,部分响应,其他,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,通过移动端实现业务申请与审批，支持移动端日常业务申请与审批管理，档案的借阅申请与审批管理。 +-------------------------------+-
29,F,F 已判配套产品/外部条件——确认即可,外部条件,护理与病历文书,确认现结论口径无误即可，无开发动作,现结论已是「外部条件」,是,按照四川省医保部门下发的《定点医药机构接口规范（基线版）》开发系统接口，从院方相关系统内（如HIS系统、病案系统等）同步获取包括基本信息、诊断、手术、费用明细等
84,F,F 已判配套产品/外部条件——确认即可,配套产品响应,其他,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,需支持显示冠脉球面视图和平面视图，自动创建曲面重组图、血管横截面图像，支持血管编辑。需支持自动将各类病灶诊断结果汇总展示。识别冠脉优势型，提示冠脉起源，检出可疑
160,F,F 已判配套产品/外部条件——确认即可,配套产品响应,药事与药房,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,可查看各厂家已上市药品的完整说明书；
161,F,F 已判配套产品/外部条件——确认即可,配套产品响应,权限审计与系统运维,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,优先展示用户自定义添加的药品说明书。 药物手册
162,F,F 已判配套产品/外部条件——确认即可,配套产品响应,药事与药房,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,支持通过提取说明书提纲中内容的方式将说明书生成药品的药物手册；
164,F,F 已判配套产品/外部条件——确认即可,配套产品响应,其他,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,"提供""心血管系统、呼吸系统、泌尿系统、内分泌系统、血液系统、肿瘤与应用、儿科学""7类医学相关计算公式的应用计算。 其他医药信息"
165,F,F 已判配套产品/外部条件——确认即可,配套产品响应,门急诊与住院业务,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,可查询《国家基本药物处方集（2012版）》、《中华人民共和国药典(2020年版)》、《新编药物学（17版）》、《中国国家处方集（2010版）》、《国家基本药物临
166,F,F 已判配套产品/外部条件——确认即可,配套产品响应,药事与药房,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,可查询国家药品监督管理局发布的药品警戒快讯、说明书修订公告、药品不良反应信息通报；
169,F,F 已判配套产品/外部条件——确认即可,配套产品响应,其他,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,自定义相关资料内容均支持自主查询。 自定义医院说明书
170,F,F 已判配套产品/外部条件——确认即可,配套产品响应,权限审计与系统运维,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,支持用户对药品说明书内容进行自定义维护与更新；
171,F,F 已判配套产品/外部条件——确认即可,配套产品响应,其他,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,说明书查询时，优先展示自定义添加的说明书。 ### 审核规则库 系统提供的规则库
172,F,F 已判配套产品/外部条件——确认即可,配套产品响应,权限审计与系统运维,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,系统提供1套药品说明书规则集，及3套来源于三甲医院临床应用规则集供用户进行参考、复制、引用操作。临床应用规则集名称分别为：三甲综合医院规则集、三甲儿童医院规则集
173,F,F 已判配套产品/外部条件——确认即可,配套产品响应,权限审计与系统运维,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,说明书规则集源于药品说明书标准维护，规则经过数百家医疗机构多年实践验证、累计优化；规则库覆盖用户全部药品及其它已上市药品的各项合理性审查内容；同时支持不同的问题
174,F,F 已判配套产品/外部条件——确认即可,配套产品响应,药事与药房,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,三甲综合医院规则集、三甲儿童医院规则集、三甲中医院规则集是基于医院自身对用药的理解维护的规则内容；
175,F,F 已判配套产品/外部条件——确认即可,配套产品响应,其他,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,三甲综合医院规则集自定义规则10000+条，其中涵盖8级规则21条、7级规则2500+条、6级规则3600+条；
176,F,F 已判配套产品/外部条件——确认即可,配套产品响应,其他,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,三甲儿童医院规则集自定义规则180+条，其中涵盖8级规则80+条；
177,F,F 已判配套产品/外部条件——确认即可,配套产品响应,其他,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,三甲中医院规则集自定义规则5400+条，其中涵盖8级规则400+条。 规则库的更新引导
178,F,F 已判配套产品/外部条件——确认即可,配套产品响应,其他,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,说明书规则集中的规则内容会根据说明书的修订进行新增、修改；
179,F,F 已判配套产品/外部条件——确认即可,配套产品响应,其他,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,3套三甲临床应用规则集会根据回收医院的规则使用进行及时新增、修改；
180,F,F 已判配套产品/外部条件——确认即可,配套产品响应,权限审计与系统运维,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,是,当用户系统知识包更新后，系统可根据用户使用规则的引用情况对更新的内容做出更新提醒，用户可根据自身业务需求对更新的规则进行全部更新、部分更新、或不更新操作；
181,F,F 已判配套产品/外部条件——确认即可,配套产品响应,权限审计与系统运维,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,是,当用户系统知识包更新后，系统可根据用户药品比对情况对新增的规则内容做出新增提醒，用户可根据自身业务需求对新增的规则进行全部更新、部分更新、或不更新操作。 ###
186,F,F 已判配套产品/外部条件——确认即可,配套产品响应,权限审计与系统运维,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,适应症：已覆盖除溶媒、肠内和肠外营养用药、疫苗、血浆制品和血浆代用品、止血药、造影剂以外的用户全部药品，及其他已上市药品；
187,F,F 已判配套产品/外部条件——确认即可,配套产品响应,权限审计与系统运维,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,是,禁忌症：已覆盖所有存在禁忌症的用户全部药品，及其他已上市药品； 给药途径的审查
191,F,F 已判配套产品/外部条件——确认即可,配套产品响应,其他,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,支持药嘱每次剂量、每平米每次剂量、每公斤每次剂量的审查；
192,F,F 已判配套产品/外部条件——确认即可,配套产品响应,其他,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,支持当前审查药嘱每天剂量、每平米每天剂量、每公斤每天剂量的审查；
193,F,F 已判配套产品/外部条件——确认即可,配套产品响应,药事与药房,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,支持具体药品的累计日剂量、每平米累计日剂量、每公斤累计日剂量的审查；
194,F,F 已判配套产品/外部条件——确认即可,配套产品响应,药事与药房,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,支持具体药品的累计剂量、每平米累计剂量、每公斤累计剂量的审查；
195,F,F 已判配套产品/外部条件——确认即可,配套产品响应,药事与药房,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,支持当前药嘱相同成分的药品的成分累计剂量、成分每平米累计剂量、成分每公斤累计剂量的审查，避免同成分合并用药时判断为重复用药的假阳性；（如：复方制剂和单方制剂一起
198,F,F 已判配套产品/外部条件——确认即可,配套产品响应,其他,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,实现儿童剂量多维度审查，儿童剂量符合参考标准中年龄和体重任一条件，均判断为合理的剂量；
199,F,F 已判配套产品/外部条件——确认即可,配套产品响应,药事与药房,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,实现缓释片、控释片、肠溶片等对分剂量服用有特定要求的药品，其每次给药剂量是否为合理的可分剂量的审查；
201,F,F 已判配套产品/外部条件——确认即可,配套产品响应,药事与药房,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,实现异常剂量（覆盖除溶媒、疫苗、血浆成分及血浆代用品、造影、氨基酸、脂肪乳外的成品输液型药品、小容量注射剂和口服药品）的审查：80岁以上老年患者和14岁以下儿童
202,F,F 已判配套产品/外部条件——确认即可,配套产品响应,门急诊与住院业务,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,在门诊药嘱用药时，支持特定药品的用药疗程的管控，限制医生仅能在规定疗程内进行开药；
210,F,F 已判配套产品/外部条件——确认即可,配套产品响应,门急诊与住院业务,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,实现病人用药处方/医嘱中的同一个全身给药的药品（排除溶媒等药品）重复开具的审查。 配伍的审查
211,F,F 已判配套产品/外部条件——确认即可,配套产品响应,其他,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,实现注射剂在开具时，实现配伍审查，提示同组药嘱中是否存在溶媒用量、溶媒选择、稀释（小容量注射剂）、配伍、及钾离子浓度不合理的问题；
212,F,F 已判配套产品/外部条件——确认即可,配套产品响应,其他,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,实现《400种中西药注射剂临床配伍应用检索表》、《459种中西药注射剂临床配伍应用检索表》的应用；
213,F,F 已判配套产品/外部条件——确认即可,配套产品响应,药事与药房,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,对于必须先用注射用水稀释的注射剂，实现其同组药嘱中是否添加注射用水的审查。 特殊人群用药审查
219,F,F 已判配套产品/外部条件——确认即可,配套产品响应,药事与药房,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,是,根据国家药品监督管理局发布的不良反应信息通报，提醒医生在使用相关药品时需要注意的问题。 其他提醒
221,F,F 已判配套产品/外部条件——确认即可,配套产品响应,门急诊与住院业务,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,处方/医嘱中肿瘤注射药品有特殊的滴速、输注速度，告知医生其适宜的滴速、输注速度； 备注：在某类药品上直接编辑提示规则，不论医生对药品的使用正确与否，均给予提示。
222,F,F 已判配套产品/外部条件——确认即可,配套产品响应,其他,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,实现饮片十八反、十九畏的配伍管控；
223,F,F 已判配套产品/外部条件——确认即可,配套产品响应,药事与药房,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,审查毒性饮片用药剂量是否超过药典推荐的剂量上限范围；
224,F,F 已判配套产品/外部条件——确认即可,配套产品响应,其他,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,审查是否存在药典规定的孕期禁止使用的饮片；
225,F,F 已判配套产品/外部条件——确认即可,配套产品响应,其他,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,审查外用饮片与药典不匹配的给药途径；
226,F,F 已判配套产品/外部条件——确认即可,配套产品响应,其他,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,实现肾功能不全、肝功能不全谨慎使用与禁止作用的饮片管控。 抗菌药物管理
233,F,F 已判配套产品/外部条件——确认即可,配套产品响应,门急诊与住院业务,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,对于麻醉药品缓控释制剂（如芬太尼贴剂、硫酸吗啡控释片、盐酸羟考酮缓释片、盐酸羟考酮控释片等），实现不同品种药品重复使用的审查。 TPN处方/医嘱审查
234,F,F 已判配套产品/外部条件——确认即可,配套产品响应,药事与药房,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,支持三类肠外营养用药方案（仅含脂肪乳+氨基酸、仅含糖+氨基酸、仅含脂肪乳+糖+氨基酸）的自动识别和审查；
235,F,F 已判配套产品/外部条件——确认即可,配套产品响应,药事与药房,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,实现氨基酸类、糖类、脂肪乳类、电解质类、水溶性维生素(复合)、脂溶性维生素(复合)、水溶性维生素(单方)、脂溶性维生素(单方)、微量元素类(复合)、微量元素类(
237,F,F 已判配套产品/外部条件——确认即可,配套产品响应,其他,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,实现非蛋白热氮比、糖脂热量比、渗透压、液体量以及各营养物质比例等TPN特征参数的审核；
238,F,F 已判配套产品/外部条件——确认即可,配套产品响应,门急诊与住院业务,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,支持TPN处方/医嘱在不同给药途径下渗透压是否符合要求的审查；
239,F,F 已判配套产品/外部条件——确认即可,配套产品响应,其他,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,支持营养液加入不允许添加药物的配伍提醒；
240,F,F 已判配套产品/外部条件——确认即可,配套产品响应,其他,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,支持营养液中仅含脂肪乳类和糖类，不含氨基酸类药物的配伍提醒。 自定义合理性审查规则
241,F,F 已判配套产品/外部条件——确认即可,配套产品响应,权限审计与系统运维,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,支持用户自定义药品规则，能够对所有使用规则（包括引用自说明书规则集的规则和本院自定义的规则）进行新增、修改和删除，实现对用药适应症、禁忌症、用法用量、给药途径、
